Mod:Item:MetaData, Localized Name
BiblioCraft:BiblioCase:2, 桦木展示盒
BiblioCraft:BiblioCase:3, 丛林木展示盒
BiblioCraft:BiblioCase:4, 金合欢展示盒
BiblioCraft:BiblioCase:5, 深色橡木展示盒
BiblioCraft:BiblioCase:6, 镶框展示盒
BiblioCraft:BiblioLabel:0, 橡木标签
BiblioCraft:BiblioLabel:1, 云杉木标签
BiblioCraft:BiblioLabel:2, 桦木标签
BiblioCraft:BiblioLabel:3, 丛林木标签
BiblioCraft:BiblioLabel:4, 金合欢标签
BiblioCraft:BiblioLabel:5, 深色橡木标签
BiblioCraft:BiblioLabel:6, 镶框标签
BiblioCraft:BiblioDesk:0, 橡木台桌
BiblioCraft:BiblioDesk:1, 云杉木台桌
BiblioCraft:BiblioDesk:2, 白桦木台桌
BiblioCraft:BiblioDesk:3, 丛林木台桌
BiblioCraft:BiblioDesk:4, 金合欢台桌
BiblioCraft:BiblioDesk:5, 深色橡木台桌
BiblioCraft:BiblioDesk:6, 镶框桌子
BiblioCraft:BiblioTable:0, 橡木桌子
BiblioCraft:BiblioTable:1, 云杉木桌子
BiblioCraft:BiblioTable:2, 白桦木桌子
BiblioCraft:BiblioTable:3, 丛林木桌子
BiblioCraft:BiblioTable:4, 金合欢桌子
BiblioCraft:BiblioTable:5, 深色橡木桌子
BiblioCraft:BiblioTable:6, 镶框台桌
BiblioCraft:Armor Stand, 衣架
BiblioCraft:Typesetting Machine, 排版台
BiblioCraft:Printing Press, 拓印机
BiblioCraft:BiblioLantern:0, 精致灯笼
BiblioCraft:BiblioLantern:1, 精致灯笼
BiblioCraft:BiblioLantern:2, 精致灯笼
BiblioCraft:BiblioLantern:3, 精致灯笼
BiblioCraft:BiblioLantern:4, 精致灯笼
BiblioCraft:BiblioLantern:5, 精致灯笼
BiblioCraft:BiblioLantern:6, 精致灯笼
BiblioCraft:BiblioLantern:7, 精致灯笼
BiblioCraft:BiblioLantern:8, 精致灯笼
BiblioCraft:BiblioLantern:9, 精致灯笼
BiblioCraft:BiblioLantern:10, 精致灯笼
BiblioCraft:BiblioLantern:11, 精致灯笼
BiblioCraft:BiblioLantern:12, 精致灯笼
BiblioCraft:BiblioLantern:13, 精致灯笼
BiblioCraft:BiblioLantern:14, 精致灯笼
BiblioCraft:BiblioLantern:15, 精致灯笼
BiblioCraft:BiblioIronLantern:0, 精致灯笼
BiblioCraft:BiblioIronLantern:1, 精致灯笼
BiblioCraft:BiblioIronLantern:2, 精致灯笼
BiblioCraft:BiblioIronLantern:3, 精致灯笼
BiblioCraft:BiblioIronLantern:4, 精致灯笼
BiblioCraft:BiblioIronLantern:5, 精致灯笼
BiblioCraft:BiblioIronLantern:6, 精致灯笼
BiblioCraft:BiblioIronLantern:7, 精致灯笼
BiblioCraft:BiblioIronLantern:8, 精致灯笼
BiblioCraft:BiblioIronLantern:9, 精致灯笼
BiblioCraft:BiblioIronLantern:10, 精致灯笼
BiblioCraft:BiblioIronLantern:11, 精致灯笼
BiblioCraft:BiblioIronLantern:12, 精致灯笼
BiblioCraft:BiblioIronLantern:13, 精致灯笼
BiblioCraft:BiblioIronLantern:14, 精致灯笼
BiblioCraft:BiblioIronLantern:15, 精致灯笼
BiblioCraft:BiblioLamp:0, 精致灯具
BiblioCraft:BiblioLamp:1, 精致灯具
BiblioCraft:BiblioLamp:2, 精致灯具
BiblioCraft:BiblioLamp:3, 精致灯具
BiblioCraft:BiblioLamp:4, 精致灯具
BiblioCraft:BiblioLamp:5, 精致灯具
BiblioCraft:BiblioLamp:6, 精致灯具
BiblioCraft:BiblioLamp:7, 精致灯具
BiblioCraft:BiblioLamp:8, 精致灯具
BiblioCraft:BiblioLamp:9, 精致灯具
BiblioCraft:BiblioLamp:10, 精致灯具
BiblioCraft:BiblioLamp:11, 精致灯具
BiblioCraft:BiblioLamp:12, 精致灯具
BiblioCraft:BiblioLamp:13, 精致灯具
BiblioCraft:BiblioLamp:14, 精致灯具
BiblioCraft:BiblioLamp:15, 精致灯具
BiblioCraft:BiblioIronLamp:0, 精致灯具
BiblioCraft:BiblioIronLamp:1, 精致灯具
BiblioCraft:BiblioIronLamp:2, 精致灯具
BiblioCraft:BiblioIronLamp:3, 精致灯具
BiblioCraft:BiblioIronLamp:4, 精致灯具
BiblioCraft:BiblioIronLamp:5, 精致灯具
BiblioCraft:BiblioIronLamp:6, 精致灯具
BiblioCraft:BiblioIronLamp:7, 精致灯具
BiblioCraft:BiblioIronLamp:8, 精致灯具
BiblioCraft:BiblioIronLamp:9, 精致灯具
BiblioCraft:BiblioIronLamp:10, 精致灯具
BiblioCraft:BiblioIronLamp:11, 精致灯具
BiblioCraft:BiblioIronLamp:12, 精致灯具
BiblioCraft:BiblioIronLamp:13, 精致灯具
BiblioCraft:BiblioIronLamp:14, 精致灯具
BiblioCraft:BiblioIronLamp:15, 精致灯具
BiblioCraft:BiblioStuffs:0, 曲奇罐
BiblioCraft:BiblioStuffs:2, 餐盘
BiblioCraft:BiblioStuffs:3, 唱片架
BiblioCraft:BiblioMapFrames:0, 橡木地图框架
BiblioCraft:BiblioMapFrames:1, 云杉地图框架
BiblioCraft:BiblioMapFrames:2, 桦木地图框架
BiblioCraft:BiblioMapFrames:3, 丛林木地图框架
BiblioCraft:BiblioMapFrames:4, 金合欢地图框架
BiblioCraft:BiblioMapFrames:5, 深色橡木地图框架
BiblioCraft:BiblioMapFrames:6, 镶框地图框架
BiblioCraft:BiblioSeats:0, 橡木椅子
BiblioCraft:BiblioSeats:1, 云杉椅子
BiblioCraft:BiblioSeats:2, 桦木椅子
BiblioCraft:BiblioSeats:3, 丛林木椅子
BiblioCraft:BiblioSeats:4, 金合欢椅子
BiblioCraft:BiblioSeats:5, 深色橡木椅
BiblioCraft:BiblioSeats:6, 镶框椅子
CarpentersBlocks:blockCarpentersBlock, 木匠方块
CarpentersBlocks:blockCarpentersBarrier, 木匠栅栏
CarpentersBlocks:blockCarpentersBed, 木匠床
CarpentersBlocks:blockCarpentersButton, 木匠按钮
CarpentersBlocks:blockCarpentersCollapsibleBlock, 木匠折叠方块
CarpentersBlocks:blockCarpentersDaylightSensor, 木匠阳光传感器
CarpentersBlocks:blockCarpentersDoor, 木匠门
CarpentersBlocks:blockCarpentersFlowerPot, 木匠花盆
CarpentersBlocks:blockCarpentersGarageDoor, 木匠卷闸门
CarpentersBlocks:blockCarpentersGate, 木匠栅栏门
CarpentersBlocks:blockCarpentersHatch, 木匠活板门
CarpentersBlocks:blockCarpentersLadder, 木匠梯子
CarpentersBlocks:blockCarpentersLever, 木匠拉杆
CarpentersBlocks:blockCarpentersPressurePlate, 木匠压力盘
CarpentersBlocks:blockCarpentersSafe, 木匠保险箱
CarpentersBlocks:blockCarpentersSlope:0, 木匠楔形斜坡
CarpentersBlocks:blockCarpentersSlope:1, 木匠内倾斜坡
CarpentersBlocks:blockCarpentersSlope:2, 木匠外倾斜坡
CarpentersBlocks:blockCarpentersSlope:3, 木匠棱形斜坡
CarpentersBlocks:blockCarpentersSlope:4, 木匠三角坡
CarpentersBlocks:blockCarpentersStairs, 木匠楼梯
CarpentersBlocks:blockCarpentersTorch, 木匠火把
chisel:aluminumblock:0, 铝块
chisel:aluminumblock:1, 铝块
chisel:aluminumblock:2, 铝块
chisel:aluminumblock:3, 铝块
chisel:aluminumblock:4, 铝块
chisel:aluminumblock:5, 铝块
chisel:aluminum_stairs.0:0, 铝制楼梯
chisel:aluminum_stairs.0:8, 铝制楼梯
chisel:aluminum_stairs.1:0, 铝制楼梯
chisel:aluminum_stairs.1:8, 铝制楼梯
chisel:aluminum_stairs.2:0, 铝制楼梯
chisel:aluminum_stairs.2:8, 铝制楼梯
chisel:andesite:0, 安山岩
chisel:andesite:1, 安山岩
chisel:andesite:2, 安山岩
chisel:andesite:3, 安山岩
chisel:andesite:4, 安山岩
chisel:andesite:5, 安山岩
chisel:andesite:6, 安山岩
chisel:antiBlock:0, 纯色方块
chisel:antiBlock:1, 纯色方块
chisel:antiBlock:2, 纯色方块
chisel:antiBlock:3, 纯色方块
chisel:antiBlock:4, 纯色方块
chisel:antiBlock:5, 纯色方块
chisel:antiBlock:6, 纯色方块
chisel:antiBlock:7, 纯色方块
chisel:antiBlock:8, 纯色方块
chisel:antiBlock:9, 纯色方块
chisel:antiBlock:10, 纯色方块
chisel:antiBlock:11, 纯色方块
chisel:antiBlock:12, 纯色方块
chisel:antiBlock:13, 纯色方块
chisel:antiBlock:14, 纯色方块
chisel:antiBlock:15, 纯色方块
chisel:autoChisel, 自动雕刻机
chisel:beacon:0, 信标
chisel:beacon:1, 信标
chisel:beacon:2, 信标
chisel:beacon:3, 信标
chisel:beacon:4, 信标
chisel:beacon:5, 信标
chisel:beacon:6, 信标
chisel:beacon:7, 信标
chisel:beacon:8, 信标
chisel:beacon:9, 信标
chisel:beacon:10, 信标
chisel:beacon:11, 信标
chisel:beacon:12, 信标
chisel:beacon:13, 信标
chisel:beacon:14, 信标
chisel:beacon:15, 信标
chisel:bookshelf:1, 书架
chisel:bookshelf:2, 书架
chisel:bookshelf:3, 书架
chisel:bookshelf:4, 书架
chisel:bookshelf:5, 书架
chisel:bookshelf:6, 书架
chisel:bookshelf:7, 书架
chisel:bookshelf:8, 书架
chisel:brickCustom:1, 砖块
chisel:brickCustom:2, 砖块
chisel:brickCustom:3, 砖块
chisel:brickCustom:5, 砖块
chisel:brickCustom:6, 砖块
chisel:bronzeblock:0, 青铜块
chisel:bronzeblock:1, 青铜块
chisel:bronzeblock:2, 青铜块
chisel:bronzeblock:3, 青铜块
chisel:bronzeblock:4, 青铜块
chisel:bronzeblock:5, 青铜块
chisel:carpet_block:0, 地毯
chisel:carpet_block:1, 地毯
chisel:carpet_block:2, 地毯
chisel:carpet_block:3, 地毯
chisel:carpet_block:4, 地毯
chisel:carpet_block:5, 地毯
chisel:carpet_block:6, 地毯
chisel:carpet_block:7, 地毯
chisel:carpet_block:8, 地毯
chisel:carpet_block:9, 地毯
chisel:carpet_block:10, 地毯
chisel:carpet_block:11, 地毯
chisel:carpet_block:12, 地毯
chisel:carpet_block:13, 地毯
chisel:carpet_block:14, 地毯
chisel:carpet_block:15, 地毯
chisel:carpet:0, 地毯
chisel:carpet:1, 地毯
chisel:carpet:2, 地毯
chisel:carpet:3, 地毯
chisel:carpet:4, 地毯
chisel:carpet:5, 地毯
chisel:carpet:6, 地毯
chisel:carpet:7, 地毯
chisel:carpet:8, 地毯
chisel:carpet:9, 地毯
chisel:carpet:10, 地毯
chisel:carpet:11, 地毯
chisel:carpet:12, 地毯
chisel:carpet:13, 地毯
chisel:carpet:14, 地毯
chisel:carpet:15, 地毯
chisel:cloud:0, 云朵
chisel:cloud:1, 云朵
chisel:cloud:2, 云朵
chisel:cloud:3, 云朵
chisel:cloud:4, 云朵
chisel:cobblestone:1, 圆石
chisel:cobblestone:2, 圆石
chisel:cobblestone:3, 圆石
chisel:cobblestone:4, 圆石
chisel:cobblestone:5, 圆石
chisel:cobblestone:6, 圆石
chisel:cobblestone:7, 圆石
chisel:cobblestone:8, 圆石
chisel:cobblestone:9, 圆石
chisel:cobblestone:10, 圆石
chisel:cobblestone:11, 圆石
chisel:cobblestone:12, 圆石
chisel:cobblestone:13, 圆石
chisel:cobblestone:14, 圆石
chisel:cobblestone:15, 圆石
chisel:mossy_cobblestone:1, 苔石
chisel:mossy_cobblestone:2, 苔石
chisel:mossy_cobblestone:3, 苔石
chisel:mossy_cobblestone:4, 苔石
chisel:mossy_cobblestone:5, 苔石
chisel:mossy_cobblestone:6, 苔石
chisel:mossy_cobblestone:7, 苔石
chisel:mossy_cobblestone:8, 苔石
chisel:mossy_cobblestone:9, 苔石
chisel:mossy_cobblestone:10, 苔石
chisel:mossy_cobblestone:11, 苔石
chisel:mossy_cobblestone:12, 苔石
chisel:mossy_cobblestone:13, 苔石
chisel:mossy_cobblestone:14, 苔石
chisel:mossy_cobblestone:15, 苔石
chisel:concrete:0, 混凝土
chisel:concrete:1, 混凝土
chisel:concrete:2, 混凝土
chisel:concrete:3, 混凝土
chisel:concrete:4, 混凝土
chisel:concrete:5, 混凝土
chisel:concrete:6, 混凝土
chisel:concrete:7, 混凝土
chisel:concrete:8, 混凝土
chisel:concrete:9, 混凝土
chisel:concrete:10, 混凝土
chisel:copperblock:0, 铜块
chisel:copperblock:1, 铜块
chisel:copperblock:2, 铜块
chisel:copperblock:3, 铜块
chisel:copperblock:4, 铜块
chisel:copperblock:5, 铜块
chisel:cubit:0, Cubits
chisel:cubit:1, Cubits
chisel:cubit:2, Cubits
chisel:cubit:3, Cubits
chisel:cubit:4, Cubits
chisel:cubit:5, Cubits
chisel:cubit:6, Cubits
chisel:cubit:7, Cubits
chisel:cubit:8, Cubits
chisel:cubit:9, Cubits
chisel:cubit:10, Cubits
chisel:cubit:11, Cubits
chisel:cubit:12, Cubits
chisel:cubit:13, Cubits
chisel:cubit:14, Cubits
chisel:cubit:15, Cubits
chisel:diamond_block:1, 钻石块
chisel:diamond_block:2, 钻石块
chisel:diamond_block:3, 钻石块
chisel:diamond_block:4, 钻石块
chisel:diamond_block:5, 钻石块
chisel:diamond_block:6, 钻石块
chisel:diamond_block:7, 钻石块
chisel:diamond_block:8, 钻石块
chisel:diamond_block:9, 钻石块
chisel:diamond_block:10, 钻石块
chisel:diamond_block:11, 钻石块
chisel:diamond_block:12, 钻石块
chisel:diorite:0, 闪长岩
chisel:diorite:1, 闪长岩
chisel:diorite:2, 闪长岩
chisel:diorite:3, 闪长岩
chisel:diorite:4, 闪长岩
chisel:diorite:5, 闪长岩
chisel:diorite:6, 闪长岩
chisel:dirt:0, 泥土
chisel:dirt:1, 泥土
chisel:dirt:2, 泥土
chisel:dirt:3, 泥土
chisel:dirt:4, 泥土
chisel:dirt:5, 泥土
chisel:dirt:6, 泥土
chisel:dirt:7, 泥土
chisel:dirt:8, 泥土
chisel:dirt:9, 泥土
chisel:dirt:10, 泥土
chisel:dirt:11, 泥土
chisel:dirt:12, 泥土
chisel:dirt:13, 泥土
chisel:dirt:14, 泥土
chisel:dirt:15, 泥土
chisel:emerald_block:1, 绿宝石块
chisel:emerald_block:2, 绿宝石块
chisel:emerald_block:3, 绿宝石块
chisel:emerald_block:4, 绿宝石块
chisel:emerald_block:5, 绿宝石块
chisel:emerald_block:6, 绿宝石块
chisel:emerald_block:7, 绿宝石块
chisel:emerald_block:8, 绿宝石块
chisel:emerald_block:9, 绿宝石块
chisel:emerald_block:10, 绿宝石块
chisel:emerald_block:11, 绿宝石块
chisel:end_Stone:0, 末地石
chisel:end_Stone:1, 末地石
chisel:end_Stone:2, 末地石
chisel:end_Stone:3, 末地石
chisel:end_Stone:4, 末地石
chisel:end_Stone:5, 末地石
chisel:end_Stone:6, 末地石
chisel:end_Stone:7, 末地石
chisel:end_Stone:8, 末地石
chisel:end_Stone:9, 末地石
chisel:end_Stone:10, 末地石
chisel:end_Stone:11, 末地石
chisel:end_Stone:12, 末地石
chisel:end_Stone:13, 末地石
chisel:factoryblock:0, 工厂方块
chisel:factoryblock:1, 工厂方块
chisel:factoryblock:2, 工厂方块
chisel:factoryblock:3, 工厂方块
chisel:factoryblock:4, 工厂方块
chisel:factoryblock:5, 工厂方块
chisel:factoryblock:6, 工厂方块
chisel:factoryblock:7, 工厂方块
chisel:factoryblock:8, 工厂方块
chisel:factoryblock:9, 工厂方块
chisel:factoryblock:10, 工厂方块
chisel:factoryblock:11, 工厂方块
chisel:factoryblock:12, 工厂方块
chisel:factoryblock:13, 工厂方块
chisel:factoryblock:14, 工厂方块
chisel:factoryblock:15, 工厂方块
chisel:factoryblock2:0, 工厂方块
chisel:factoryblock2:1, 工厂方块
chisel:factoryblock2:2, 工厂方块
chisel:factoryblock2:3, 工厂方块
chisel:fantasyblock:0, 紫色幻想石
chisel:fantasyblock:1, 紫色幻想石
chisel:fantasyblock:2, 紫色幻想石
chisel:fantasyblock:3, 紫色幻想石
chisel:fantasyblock:4, 紫色幻想石
chisel:fantasyblock:5, 紫色幻想石
chisel:fantasyblock:6, 紫色幻想石
chisel:fantasyblock:7, 紫色幻想石
chisel:fantasyblock:8, 紫色幻想石
chisel:fantasyblock:9, 紫色幻想石
chisel:fantasyblock:10, 紫色幻想石
chisel:fantasyblock:11, 紫色幻想石
chisel:fantasyblock:12, 紫色幻想石
chisel:fantasyblock:13, 紫色幻想石
chisel:fantasyblock:14, 紫色幻想石
chisel:fantasyblock:15, 紫色幻想石
chisel:fantasyblock2:0, 幻想石
chisel:fantasyblock2:1, 幻想石
chisel:fantasyblock2:2, 幻想石
chisel:fantasyblock2:3, 幻想石
chisel:fantasyblock2:4, 幻想石
chisel:fantasyblock2:5, 幻想石
chisel:fantasyblock2:6, 幻想石
chisel:fantasyblock2:7, 幻想石
chisel:fantasyblock2:8, 幻想石
chisel:fantasyblock2:9, 幻想石
chisel:fantasyblock2:10, 幻想石
chisel:fantasyblock2:11, 幻想石
chisel:fantasyblock2:12, 幻想石
chisel:fantasyblock2:13, 幻想石
chisel:fantasyblock2:14, 幻想石
chisel:fantasyblock2:15, 幻想石
chisel:futura:0, 未来科技方块
chisel:futura:1, 未来科技方块
chisel:futura:2, 未来科技方块
chisel:futura:3, 未来科技方块
chisel:futura:4, 未来科技方块
chisel:futura:5, 未来科技方块
chisel:futuraCircuit:0, 未来科技电路
chisel:futuraCircuit:1, 未来科技电路
chisel:futuraCircuit:2, 未来科技电路
chisel:futuraCircuit:3, 未来科技电路
chisel:futuraCircuit:4, 未来科技电路
chisel:futuraCircuit:5, 未来科技电路
chisel:futuraCircuit:6, 未来科技电路
chisel:futuraCircuit:7, 未来科技电路
chisel:futuraCircuit:8, 未来科技电路
chisel:futuraCircuit:9, 未来科技电路
chisel:futuraCircuit:10, 未来科技电路
chisel:futuraCircuit:11, 未来科技电路
chisel:futuraCircuit:12, 未来科技电路
chisel:futuraCircuit:13, 未来科技电路
chisel:futuraCircuit:14, 未来科技电路
chisel:futuraCircuit:15, 未来科技电路
chisel:glass:1, 玻璃
chisel:glass:2, 玻璃
chisel:glass:3, 玻璃
chisel:glass:4, 玻璃
chisel:glass:5, 玻璃
chisel:glass:6, 玻璃
chisel:glass:7, 玻璃
chisel:glass:8, 玻璃
chisel:glass:9, 玻璃
chisel:glass:10, 玻璃
chisel:glass:11, 玻璃
chisel:glass:12, 玻璃
chisel:glass:13, 玻璃
chisel:glass:14, 玻璃
chisel:glass:15, 玻璃
chisel:glass2:0, 玻璃
chisel:glass_pane:1, 玻璃板
chisel:glass_pane:2, 玻璃板
chisel:glass_pane:3, 玻璃板
chisel:glass_pane:4, 玻璃板
chisel:glass_pane:12, 玻璃板
chisel:glass_pane:13, 玻璃板
chisel:glass_pane:14, 玻璃板
chisel:glass_pane:15, 玻璃板
chisel:stained_glass_forestry:0, Stained Glass
chisel:stained_glass_forestry:1, Stained Glass
chisel:stained_glass_forestry:2, Stained Glass
chisel:stained_glass_forestry:3, Stained Glass
chisel:stained_glass_forestry:4, Stained Glass
chisel:stained_glass_forestry:5, Stained Glass
chisel:stained_glass_forestry:6, Stained Glass
chisel:stained_glass_forestry:7, Stained Glass
chisel:stained_glass_forestry:8, Stained Glass
chisel:stained_glass_forestry:9, Stained Glass
chisel:stained_glass_forestry:10, Stained Glass
chisel:stained_glass_forestry:11, Stained Glass
chisel:stained_glass_forestry:12, Stained Glass
chisel:stained_glass_forestry:13, Stained Glass
chisel:stained_glass_forestry:14, Stained Glass
chisel:stained_glass_forestry:15, Stained Glass
chisel:stained_glass_white:0, 染色玻璃
chisel:stained_glass_white:1, 染色玻璃
chisel:stained_glass_white:2, 染色玻璃
chisel:stained_glass_white:3, 染色玻璃
chisel:stained_glass_white:4, 染色玻璃
chisel:stained_glass_white:5, 染色玻璃
chisel:stained_glass_white:6, 染色玻璃
chisel:stained_glass_white:7, 染色玻璃
chisel:stained_glass_white:8, 染色玻璃
chisel:stained_glass_white:9, 染色玻璃
chisel:stained_glass_white:10, 染色玻璃
chisel:stained_glass_white:11, 染色玻璃
chisel:stained_glass_white:12, 染色玻璃
chisel:stained_glass_white:13, 染色玻璃
chisel:stained_glass_white:14, 染色玻璃
chisel:stained_glass_white:15, 染色玻璃
chisel:stained_glass_yellow:0, 染色玻璃
chisel:stained_glass_yellow:1, 染色玻璃
chisel:stained_glass_yellow:2, 染色玻璃
chisel:stained_glass_yellow:3, 染色玻璃
chisel:stained_glass_yellow:4, 染色玻璃
chisel:stained_glass_yellow:5, 染色玻璃
chisel:stained_glass_yellow:6, 染色玻璃
chisel:stained_glass_yellow:7, 染色玻璃
chisel:stained_glass_yellow:8, 染色玻璃
chisel:stained_glass_yellow:9, 染色玻璃
chisel:stained_glass_yellow:10, 染色玻璃
chisel:stained_glass_yellow:11, 染色玻璃
chisel:stained_glass_yellow:12, 染色玻璃
chisel:stained_glass_yellow:13, 染色玻璃
chisel:stained_glass_yellow:14, 染色玻璃
chisel:stained_glass_yellow:15, 染色玻璃
chisel:stained_glass_lightgray:0, 染色玻璃
chisel:stained_glass_lightgray:1, 染色玻璃
chisel:stained_glass_lightgray:2, 染色玻璃
chisel:stained_glass_lightgray:3, 染色玻璃
chisel:stained_glass_lightgray:4, 染色玻璃
chisel:stained_glass_lightgray:5, 染色玻璃
chisel:stained_glass_lightgray:6, 染色玻璃
chisel:stained_glass_lightgray:7, 染色玻璃
chisel:stained_glass_lightgray:8, 染色玻璃
chisel:stained_glass_lightgray:9, 染色玻璃
chisel:stained_glass_lightgray:10, 染色玻璃
chisel:stained_glass_lightgray:11, 染色玻璃
chisel:stained_glass_lightgray:12, 染色玻璃
chisel:stained_glass_lightgray:13, 染色玻璃
chisel:stained_glass_lightgray:14, 染色玻璃
chisel:stained_glass_lightgray:15, 染色玻璃
chisel:stained_glass_brown:0, 染色玻璃
chisel:stained_glass_brown:1, 染色玻璃
chisel:stained_glass_brown:2, 染色玻璃
chisel:stained_glass_brown:3, 染色玻璃
chisel:stained_glass_brown:4, 染色玻璃
chisel:stained_glass_brown:5, 染色玻璃
chisel:stained_glass_brown:6, 染色玻璃
chisel:stained_glass_brown:7, 染色玻璃
chisel:stained_glass_brown:8, 染色玻璃
chisel:stained_glass_brown:9, 染色玻璃
chisel:stained_glass_brown:10, 染色玻璃
chisel:stained_glass_brown:11, 染色玻璃
chisel:stained_glass_brown:12, 染色玻璃
chisel:stained_glass_brown:13, 染色玻璃
chisel:stained_glass_brown:14, 染色玻璃
chisel:stained_glass_brown:15, 染色玻璃
chisel:stained_glass_pane_white:0, 染色玻璃板
chisel:stained_glass_pane_white:1, 染色玻璃板
chisel:stained_glass_pane_white:2, 染色玻璃板
chisel:stained_glass_pane_white:3, 染色玻璃板
chisel:stained_glass_pane_white:4, 染色玻璃板
chisel:stained_glass_pane_white:5, 染色玻璃板
chisel:stained_glass_pane_white:8, 染色玻璃板
chisel:stained_glass_pane_white:9, 染色玻璃板
chisel:stained_glass_pane_white:10, 染色玻璃板
chisel:stained_glass_pane_white:11, 染色玻璃板
